source	transformation	target
Kate by Daniel dreams	sem	 dream ( kate ) & by ( kate , daniel ) 
Xavier beside Grace believes Zack	sem	 believe ( xavier , zack ) & beside ( xavier , grace ) 
Isla runs	sem	run ( isla )
Kate behind Kate dreams	sem	 dream ( kate ) & behind ( kate , kate ) 
Ellie near Xavier sleeps	sem	 sleep ( ellie ) & near ( ellie , xavier ) 
Isla dreams	sem	dream ( isla )
Isla sleeps	sem	sleep ( isla )
Sarah near Peter meets Grace	sem	 meet ( sarah , grace ) & near ( sarah , peter ) 
John near Victor sings	sem	 sing ( john ) & near ( john , victor ) 
Ron believes Peter	sem	believe ( ron , peter )
Isla knows herself	sem	know ( isla , isla )
Kate beside Sarah runs	sem	 run ( kate ) & beside ( kate , sarah ) 
Grace knows Alice	sem	know ( grace , alice )
Thomas hears Mary	sem	hear ( thomas , mary )
Xavier near Bob sings	sem	 sing ( xavier ) & near ( xavier , bob ) 
Peter by Peter meets himself	sem	 meet ( peter , peter ) & by ( peter , peter ) 
Victor meets Sarah	sem	meet ( victor , sarah )
Zack beside Alice sings	sem	 sing ( zack ) & beside ( zack , alice ) 
Ynez near Ynez meets herself	sem	 meet ( ynez , ynez ) & near ( ynez , ynez ) 
Henry believes Frank	sem	believe ( henry , frank )
Bob meets Olivia	sem	meet ( bob , olivia )
Leo behind Daniel knows Thomas	sem	 know ( leo , thomas ) & behind ( leo , daniel ) 
Kate by Claire dreams	sem	 dream ( kate ) & by ( kate , claire ) 
Zack behind Quinn hears Ellie	sem	 hear ( zack , ellie ) & behind ( zack , quinn ) 
Sarah hears Ellie	sem	hear ( sarah , ellie )
Quinn believes Ron	sem	believe ( quinn , ron )
Zack sees Sarah	sem	see ( zack , sarah )
Isla runs	sem	run ( isla )
Claire sings	sem	sing ( claire )
Thomas runs	sem	run ( thomas )
Sarah near Zack sleeps	sem	 sleep ( sarah ) & near ( sarah , zack ) 
Xavier near Claire hears himself	sem	 hear ( xavier , xavier ) & near ( xavier , claire ) 
Alice believes Ursa	sem	believe ( alice , ursa )
Quinn runs	sem	run ( quinn )
Frank by Ellie dreams	sem	 dream ( frank ) & by ( frank , ellie ) 
Olivia believes herself	sem	believe ( olivia , olivia )
Bob behind Xavier knows Alice	sem	 know ( bob , alice ) & behind ( bob , xavier ) 
Bob beside Ursa sees Ron	sem	 see ( bob , ron ) & beside ( bob , ursa ) 
Leo believes himself	sem	believe ( leo , leo )
Ron knows Daniel	sem	know ( ron , daniel )
Daniel sleeps	sem	sleep ( daniel )
Isla beside Willow sleeps	sem	 sleep ( isla ) & beside ( isla , willow ) 
Henry dreams	sem	dream ( henry )
Frank believes Grace	sem	believe ( frank , grace )
Victor behind Frank dreams	sem	 dream ( victor ) & behind ( victor , frank ) 
Olivia near Sarah dances	sem	 dance ( olivia ) & near ( olivia , sarah ) 
Grace behind Isla believes herself	sem	 believe ( grace , grace ) & behind ( grace , isla ) 
Quinn believes Alice	sem	believe ( quinn , alice )
Ynez hears herself	sem	hear ( ynez , ynez )
Bob believes Ursa	sem	believe ( bob , ursa )
Peter behind Peter sings	sem	 sing ( peter ) & behind ( peter , peter ) 
Ynez believes Grace	sem	believe ( ynez , grace )
Claire beside Claire sees Xavier	sem	 see ( claire , xavier ) & beside ( claire , claire ) 
Ellie hears Isla	sem	hear ( ellie , isla )
Frank sings	sem	sing ( frank )
Peter beside Kate sings	sem	 sing ( peter ) & beside ( peter , kate ) 
Zack beside Isla meets Olivia	sem	 meet ( zack , olivia ) & beside ( zack , isla ) 
Peter meets Ron	sem	meet ( peter , ron )
Quinn meets Alice	sem	meet ( quinn , alice )
Peter dances	sem	dance ( peter )
Alice dreams	sem	dream ( alice )
Ynez near Mary hears Willow	sem	 hear ( ynez , willow ) & near ( ynez , mary ) 
Willow hears Leo	sem	hear ( willow , leo )
Claire behind Ursa dances	sem	 dance ( claire ) & behind ( claire , ursa ) 
Alice believes herself	sem	believe ( alice , alice )
John near Frank meets Bob	sem	 meet ( john , bob ) & near ( john , frank ) 
Ned behind John dreams	sem	 dream ( ned ) & behind ( ned , john ) 
Isla dances	sem	dance ( isla )
Henry behind Xavier dances	sem	 dance ( henry ) & behind ( henry , xavier ) 
Claire meets herself	sem	meet ( claire , claire )
Willow behind Mary meets Grace	sem	 meet ( willow , grace ) & behind ( willow , mary ) 
Victor beside Ynez sees Bob	sem	 see ( victor , bob ) & beside ( victor , ynez ) 
Bob near Sarah runs	sem	 run ( bob ) & near ( bob , sarah ) 
Xavier runs	sem	run ( xavier )
John dreams	sem	dream ( john )
Isla hears Willow	sem	hear ( isla , willow )
Alice by Bob dances	sem	 dance ( alice ) & by ( alice , bob ) 
Ron believes himself	sem	believe ( ron , ron )
John believes Olivia	sem	believe ( john , olivia )
Daniel dreams	sem	dream ( daniel )
Xavier behind Mary knows himself	sem	 know ( xavier , xavier ) & behind ( xavier , mary ) 
Victor near Daniel believes Frank	sem	 believe ( victor , frank ) & near ( victor , daniel ) 
Ynez near Grace sleeps	sem	 sleep ( ynez ) & near ( ynez , grace ) 
Ellie beside Isla believes Willow	sem	 believe ( ellie , willow ) & beside ( ellie , isla ) 
Sarah beside Isla sees Isla	sem	 see ( sarah , isla ) & beside ( sarah , isla ) 
Claire near Alice dreams	sem	 dream ( claire ) & near ( claire , alice ) 
Claire sings	sem	sing ( claire )
Zack beside John dreams	sem	 dream ( zack ) & beside ( zack , john ) 
Peter beside Leo believes Quinn	sem	 believe ( peter , quinn ) & beside ( peter , leo ) 
John believes Ellie	sem	believe ( john , ellie )
Ursa near Sarah hears John	sem	 hear ( ursa , john ) & near ( ursa , sarah ) 
Willow hears Willow	sem	hear ( willow , willow )
Claire believes herself	sem	believe ( claire , claire )
Ron meets himself	sem	meet ( ron , ron )
Alice by Frank dances	sem	 dance ( alice ) & by ( alice , frank ) 
Henry dreams	sem	dream ( henry )
Ron near Bob sleeps	sem	 sleep ( ron ) & near ( ron , bob ) 
Ned believes himself	sem	believe ( ned , ned )
Willow sleeps	sem	sleep ( willow )
Bob behind Thomas dreams	sem	 dream ( bob ) & behind ( bob , thomas ) 
Victor behind Zack meets John	sem	 meet ( victor , john ) & behind ( victor , zack ) 
Henry beside Henry sees Bob	sem	 see ( henry , bob ) & beside ( henry , henry ) 
Mary by Thomas believes Ned	sem	 believe ( mary , ned ) & by ( mary , thomas ) 
Ron sees himself	sem	see ( ron , ron )
Zack by Peter meets himself	sem	 meet ( zack , zack ) & by ( zack , peter ) 
Quinn near Isla dances	sem	 dance ( quinn ) & near ( quinn , isla ) 
Claire knows Ellie	sem	know ( claire , ellie )
Claire beside Kate sleeps	sem	 sleep ( claire ) & beside ( claire , kate ) 
Grace sings	sem	sing ( grace )
Isla near Grace knows Bob	sem	 know ( isla , bob ) & near ( isla , grace ) 
Leo by Henry sees Isla	sem	 see ( leo , isla ) & by ( leo , henry ) 
Zack dreams	sem	dream ( zack )
Ellie believes Peter	sem	believe ( ellie , peter )
Claire near Mary knows Olivia	sem	 know ( claire , olivia ) & near ( claire , mary ) 
Xavier behind Alice runs	sem	 run ( xavier ) & behind ( xavier , alice ) 
Ynez runs	sem	run ( ynez )
Ron dances	sem	dance ( ron )
John near Mary knows Sarah	sem	 know ( john , sarah ) & near ( john , mary ) 
Bob beside Ellie hears Xavier	sem	 hear ( bob , xavier ) & beside ( bob , ellie ) 
Quinn behind Ursa hears Isla	sem	 hear ( quinn , isla ) & behind ( quinn , ursa ) 
Olivia believes Ynez	sem	believe ( olivia , ynez )
Peter beside Olivia knows Thomas	sem	 know ( peter , thomas ) & beside ( peter , olivia ) 
Leo sees Frank	sem	see ( leo , frank )
Xavier sings	sem	sing ( xavier )
Ellie meets Zack	sem	meet ( ellie , zack )
Ned near Kate believes Olivia	sem	 believe ( ned , olivia ) & near ( ned , kate ) 
Ellie believes Leo	sem	believe ( ellie , leo )
Victor near Olivia runs	sem	 run ( victor ) & near ( victor , olivia ) 
Sarah beside Xavier sees herself	sem	 see ( sarah , sarah ) & beside ( sarah , xavier ) 
Ellie hears Zack	sem	hear ( ellie , zack )
Zack runs	sem	run ( zack )
Mary beside Olivia believes Ellie	sem	 believe ( mary , ellie ) & beside ( mary , olivia ) 
Leo beside Daniel dances	sem	 dance ( leo ) & beside ( leo , daniel ) 
Xavier knows himself	sem	know ( xavier , xavier )
Ned sings	sem	sing ( ned )
Kate beside Isla sleeps	sem	 sleep ( kate ) & beside ( kate , isla ) 
Ellie knows herself	sem	know ( ellie , ellie )
Claire beside Willow knows herself	sem	 know ( claire , claire ) & beside ( claire , willow ) 
Ned behind Isla runs	sem	 run ( ned ) & behind ( ned , isla ) 
Peter believes Ellie	sem	believe ( peter , ellie )
Ron knows himself	sem	know ( ron , ron )
Henry by Quinn believes himself	sem	 believe ( henry , henry ) & by ( henry , quinn ) 
Leo hears himself	sem	hear ( leo , leo )
Ron by Isla believes Henry	sem	 believe ( ron , henry ) & by ( ron , isla ) 
Ynez beside Frank dances	sem	 dance ( ynez ) & beside ( ynez , frank ) 
Bob meets himself	sem	meet ( bob , bob )
Thomas sees himself	sem	see ( thomas , thomas )
Ned knows Ursa	sem	know ( ned , ursa )
Thomas dances	sem	dance ( thomas )
Frank knows Xavier	sem	know ( frank , xavier )
Grace by Mary believes Victor	sem	 believe ( grace , victor ) & by ( grace , mary ) 
Quinn near Quinn meets Sarah	sem	 meet ( quinn , sarah ) & near ( quinn , quinn ) 
Henry behind Claire sings	sem	 sing ( henry ) & behind ( henry , claire ) 
Ron hears Quinn	sem	hear ( ron , quinn )
Quinn near Quinn hears herself	sem	 hear ( quinn , quinn ) & near ( quinn , quinn ) 
Willow behind John knows herself	sem	 know ( willow , willow ) & behind ( willow , john ) 
Sarah meets herself	sem	meet ( sarah , sarah )
Bob sings	sem	sing ( bob )
Ron behind Alice meets himself	sem	 meet ( ron , ron ) & behind ( ron , alice ) 
Quinn dreams	sem	dream ( quinn )
John beside Ron runs	sem	 run ( john ) & beside ( john , ron ) 
Henry by Victor dreams	sem	 dream ( henry ) & by ( henry , victor ) 
Leo knows himself	sem	know ( leo , leo )
Claire sings	sem	sing ( claire )
Zack by Sarah runs	sem	 run ( zack ) & by ( zack , sarah ) 
Ynez behind Kate sings	sem	 sing ( ynez ) & behind ( ynez , kate ) 
Mary beside Zack meets herself	sem	 meet ( mary , mary ) & beside ( mary , zack ) 
Ursa sees Leo	sem	see ( ursa , leo )
Daniel dreams	sem	dream ( daniel )
Sarah behind Mary knows herself	sem	 know ( sarah , sarah ) & behind ( sarah , mary ) 
Daniel near Quinn believes Peter	sem	 believe ( daniel , peter ) & near ( daniel , quinn ) 
Alice knows Quinn	sem	know ( alice , quinn )
Daniel meets Peter	sem	meet ( daniel , peter )
Olivia behind Xavier hears Ynez	sem	 hear ( olivia , ynez ) & behind ( olivia , xavier ) 
Peter believes himself	sem	believe ( peter , peter )
Ned sees Kate	sem	see ( ned , kate )
Quinn behind Olivia hears herself	sem	 hear ( quinn , quinn ) & behind ( quinn , olivia ) 
Kate near Henry knows Alice	sem	 know ( kate , alice ) & near ( kate , henry ) 
Quinn by Daniel knows Ynez	sem	 know ( quinn , ynez ) & by ( quinn , daniel ) 
Henry beside Sarah hears himself	sem	 hear ( henry , henry ) & beside ( henry , sarah ) 
Claire behind Daniel runs	sem	 run ( claire ) & behind ( claire , daniel ) 
Ursa dreams	sem	dream ( ursa )
Isla by Bob believes herself	sem	 believe ( isla , isla ) & by ( isla , bob ) 
Sarah sleeps	sem	sleep ( sarah )
Xavier behind Xavier sleeps	sem	 sleep ( xavier ) & behind ( xavier , xavier ) 
Quinn behind Ellie runs	sem	 run ( quinn ) & behind ( quinn , ellie ) 
Grace meets Ron	sem	meet ( grace , ron )
Henry beside Zack believes Mary	sem	 believe ( henry , mary ) & beside ( henry , zack ) 
Mary near Quinn sees herself	sem	 see ( mary , mary ) & near ( mary , quinn ) 
Thomas believes Zack	sem	believe ( thomas , zack )
Isla knows Victor	sem	know ( isla , victor )
Zack near Kate hears Olivia	sem	 hear ( zack , olivia ) & near ( zack , kate ) 
Alice believes Henry	sem	believe ( alice , henry )
Sarah sleeps	sem	sleep ( sarah )
Claire by Leo sings	sem	 sing ( claire ) & by ( claire , leo ) 
Zack meets Claire	sem	meet ( zack , claire )
Xavier sees Mary	sem	see ( xavier , mary )
Thomas knows Ron	sem	know ( thomas , ron )
Ynez sees herself	sem	see ( ynez , ynez )
Sarah believes herself	sem	believe ( sarah , sarah )
Isla by Xavier believes Willow	sem	 believe ( isla , willow ) & by ( isla , xavier ) 
Sarah beside Ynez meets Frank	sem	 meet ( sarah , frank ) & beside ( sarah , ynez ) 
Ursa dances	sem	dance ( ursa )
Zack beside Leo believes Victor	sem	 believe ( zack , victor ) & beside ( zack , leo ) 
Ellie runs	sem	run ( ellie )
Sarah by Kate sleeps	sem	 sleep ( sarah ) & by ( sarah , kate ) 
Quinn near Thomas sees Sarah	sem	 see ( quinn , sarah ) & near ( quinn , thomas ) 
Frank behind Daniel dreams	sem	 dream ( frank ) & behind ( frank , daniel ) 
Ned dances	sem	dance ( ned )
John by Henry knows Bob	sem	 know ( john , bob ) & by ( john , henry ) 
Peter dreams	sem	dream ( peter )
Alice near Leo believes Olivia	sem	 believe ( alice , olivia ) & near ( alice , leo ) 
Grace near Leo runs	sem	 run ( grace ) & near ( grace , leo ) 
Mary sees herself	sem	see ( mary , mary )
Thomas by Peter hears Willow	sem	 hear ( thomas , willow ) & by ( thomas , peter ) 
Ron knows Alice	sem	know ( ron , alice )
Leo dreams	sem	dream ( leo )
Ned sings	sem	sing ( ned )
Isla dances	sem	dance ( isla )
Ellie behind Ned meets herself	sem	 meet ( ellie , ellie ) & behind ( ellie , ned ) 
Leo hears Willow	sem	hear ( leo , willow )
Sarah hears Alice	sem	hear ( sarah , alice )
Isla near Victor sings	sem	 sing ( isla ) & near ( isla , victor ) 
Zack near Isla believes Xavier	sem	 believe ( zack , xavier ) & near ( zack , isla ) 
Thomas sleeps	sem	sleep ( thomas )
Mary believes Alice	sem	believe ( mary , alice )
Grace meets Ellie	sem	meet ( grace , ellie )
Ynez beside Olivia sees herself	sem	 see ( ynez , ynez ) & beside ( ynez , olivia ) 
Thomas by Kate meets himself	sem	 meet ( thomas , thomas ) & by ( thomas , kate ) 
Mary by Bob sees herself	sem	 see ( mary , mary ) & by ( mary , bob ) 
Ursa dreams	sem	dream ( ursa )
Bob by Victor runs	sem	 run ( bob ) & by ( bob , victor ) 
Frank runs	sem	run ( frank )
Ron beside Henry meets Zack	sem	 meet ( ron , zack ) & beside ( ron , henry ) 
Sarah dances	sem	dance ( sarah )
Isla sings	sem	sing ( isla )
Frank sees Ellie	sem	see ( frank , ellie )
Willow by Zack meets Ron	sem	 meet ( willow , ron ) & by ( willow , zack ) 
Xavier by Alice meets Peter	sem	 meet ( xavier , peter ) & by ( xavier , alice ) 
Alice beside Alice sees Peter	sem	 see ( alice , peter ) & beside ( alice , alice ) 
Sarah meets herself	sem	meet ( sarah , sarah )
Frank near Frank sleeps	sem	 sleep ( frank ) & near ( frank , frank ) 
Alice sleeps	sem	sleep ( alice )
Grace beside Olivia believes Olivia	sem	 believe ( grace , olivia ) & beside ( grace , olivia ) 
Isla believes Ellie	sem	believe ( isla , ellie )
Grace sees Thomas	sem	see ( grace , thomas )
Ron meets Frank	sem	meet ( ron , frank )
Victor behind Ynez sings	sem	 sing ( victor ) & behind ( victor , ynez ) 
Henry by Peter sings	sem	 sing ( henry ) & by ( henry , peter ) 
Ron sees Zack	sem	see ( ron , zack )
Sarah beside Isla believes herself	sem	 believe ( sarah , sarah ) & beside ( sarah , isla ) 
Ned believes Sarah	sem	believe ( ned , sarah )
Ynez meets Ron	sem	meet ( ynez , ron )
Ron by Olivia believes Mary	sem	 believe ( ron , mary ) & by ( ron , olivia ) 
Isla behind Ron hears herself	sem	 hear ( isla , isla ) & behind ( isla , ron ) 
Zack dances	sem	dance ( zack )
Kate sees Alice	sem	see ( kate , alice )
Frank sees Mary	sem	see ( frank , mary )
Daniel near Zack dreams	sem	 dream ( daniel ) & near ( daniel , zack ) 
Mary beside Ursa dances	sem	 dance ( mary ) & beside ( mary , ursa ) 
Bob dances	sem	dance ( bob )
Grace hears Ron	sem	hear ( grace , ron )
Henry dances	sem	dance ( henry )
Ron believes Henry	sem	believe ( ron , henry )
Kate sees Alice	sem	see ( kate , alice )
Leo knows Peter	sem	know ( leo , peter )
Bob by Olivia meets Ron	sem	 meet ( bob , ron ) & by ( bob , olivia ) 
Olivia believes herself	sem	believe ( olivia , olivia )
Leo meets Ursa	sem	meet ( leo , ursa )
Leo knows Leo	sem	know ( leo , leo )
Daniel believes Olivia	sem	believe ( daniel , olivia )
Xavier behind Ynez sleeps	sem	 sleep ( xavier ) & behind ( xavier , ynez ) 
Ned behind John meets himself	sem	 meet ( ned , ned ) & behind ( ned , john ) 
Kate believes Ron	sem	believe ( kate , ron )
Xavier near Zack meets himself	sem	 meet ( xavier , xavier ) & near ( xavier , zack ) 
Victor by Henry believes Zack	sem	 believe ( victor , zack ) & by ( victor , henry ) 
Alice near Thomas knows herself	sem	 know ( alice , alice ) & near ( alice , thomas ) 
Daniel believes himself	sem	believe ( daniel , daniel )
Quinn by Alice hears herself	sem	 hear ( quinn , quinn ) & by ( quinn , alice ) 
Sarah meets herself	sem	meet ( sarah , sarah )
Xavier by Willow believes himself	sem	 believe ( xavier , xavier ) & by ( xavier , willow ) 
Ursa meets Claire	sem	meet ( ursa , claire )
Kate believes Isla	sem	believe ( kate , isla )
Bob hears himself	sem	hear ( bob , bob )
Peter behind Alice runs	sem	 run ( peter ) & behind ( peter , alice ) 
John hears Alice	sem	hear ( john , alice )
Peter sees Ned	sem	see ( peter , ned )
Henry runs	sem	run ( henry )
Zack dreams	sem	dream ( zack )
Isla beside Ursa sings	sem	 sing ( isla ) & beside ( isla , ursa ) 
Sarah knows Henry	sem	know ( sarah , henry )
Ellie behind Ron hears herself	sem	 hear ( ellie , ellie ) & behind ( ellie , ron ) 
Ynez sleeps	sem	sleep ( ynez )
Ned hears Henry	sem	hear ( ned , henry )
Ynez meets Peter	sem	meet ( ynez , peter )
Leo by Victor dances	sem	 dance ( leo ) & by ( leo , victor ) 
Olivia sees herself	sem	see ( olivia , olivia )
Thomas dreams	sem	dream ( thomas )
Olivia dreams	sem	dream ( olivia )
Victor beside Kate sees Victor	sem	 see ( victor , victor ) & beside ( victor , kate ) 
Sarah beside Isla meets herself	sem	 meet ( sarah , sarah ) & beside ( sarah , isla ) 
Leo by John sleeps	sem	 sleep ( leo ) & by ( leo , john ) 
Grace dreams	sem	dream ( grace )
Willow believes herself	sem	believe ( willow , willow )
Olivia sleeps	sem	sleep ( olivia )
Xavier beside Daniel hears Isla	sem	 hear ( xavier , isla ) & beside ( xavier , daniel ) 
Henry dances	sem	dance ( henry )
Claire behind Thomas sees Kate	sem	 see ( claire , kate ) & behind ( claire , thomas ) 
Victor dances	sem	dance ( victor )
Thomas by Xavier believes himself	sem	 believe ( thomas , thomas ) & by ( thomas , xavier ) 
Willow sees herself	sem	see ( willow , willow )
Peter near Xavier hears Henry	sem	 hear ( peter , henry ) & near ( peter , xavier ) 
Bob behind Peter dreams	sem	 dream ( bob ) & behind ( bob , peter ) 
Victor beside Sarah meets Sarah	sem	 meet ( victor , sarah ) & beside ( victor , sarah ) 
Ynez by Bob meets Olivia	sem	 meet ( ynez , olivia ) & by ( ynez , bob ) 
Zack beside Willow knows himself	sem	 know ( zack , zack ) & beside ( zack , willow ) 
Ynez believes Leo	sem	believe ( ynez , leo )
Grace behind Ursa sees Ron	sem	 see ( grace , ron ) & behind ( grace , ursa ) 
