source	transformation	target
Claire beside Zack sees Frank	sem	 see ( claire , frank ) & beside ( claire , zack ) 
Ynez by Zack sees herself	sem	 see ( ynez , ynez ) & by ( ynez , zack ) 
Victor runs	sem	run ( victor )
Claire sees Ellie	sem	see ( claire , ellie )
Kate by Kate sees Claire	sem	 see ( kate , claire ) & by ( kate , kate ) 
Peter behind Henry sees Quinn	sem	 see ( peter , quinn ) & behind ( peter , henry ) 
Olivia sees Ned	sem	see ( olivia , ned )
Ursa beside Claire runs	sem	 run ( ursa ) & beside ( ursa , claire ) 
Victor by Thomas runs	sem	 run ( victor ) & by ( victor , thomas ) 
Quinn sees Quinn	sem	see ( quinn , quinn )
Thomas behind John sees himself	sem	 see ( thomas , thomas ) & behind ( thomas , john ) 
Mary near Ellie runs	sem	 run ( mary ) & near ( mary , ellie ) 
John by Henry sees Willow	sem	 see ( john , willow ) & by ( john , henry ) 
Claire beside Ynez sees Ron	sem	 see ( claire , ron ) & beside ( claire , ynez ) 
Ellie beside Peter runs	sem	 run ( ellie ) & beside ( ellie , peter ) 
Daniel sees Claire	sem	see ( daniel , claire )
Daniel behind Leo sees Xavier	sem	 see ( daniel , xavier ) & behind ( daniel , leo ) 
Ellie beside Willow sees Grace	sem	 see ( ellie , grace ) & beside ( ellie , willow ) 
Xavier sees Victor	sem	see ( xavier , victor )
Ursa by Grace sees Grace	sem	 see ( ursa , grace ) & by ( ursa , grace ) 
Alice beside Ron sees Zack	sem	 see ( alice , zack ) & beside ( alice , ron ) 
Kate sees herself	sem	see ( kate , kate )
Xavier beside Victor runs	sem	 run ( xavier ) & beside ( xavier , victor ) 
Thomas sees Ynez	sem	see ( thomas , ynez )
John sees Victor	sem	see ( john , victor )
Sarah sees Bob	sem	see ( sarah , bob )
Ellie by Quinn runs	sem	 run ( ellie ) & by ( ellie , quinn ) 
Alice sees Alice	sem	see ( alice , alice )
Zack sees Sarah	sem	see ( zack , sarah )
Zack sees himself	sem	see ( zack , zack )
Frank runs	sem	run ( frank )
Ynez beside Ellie runs	sem	 run ( ynez ) & beside ( ynez , ellie ) 
Daniel runs	sem	run ( daniel )
Quinn beside Xavier runs	sem	 run ( quinn ) & beside ( quinn , xavier ) 
Daniel by Xavier sees Xavier	sem	 see ( daniel , xavier ) & by ( daniel , xavier ) 
Ned near Bob runs	sem	 run ( ned ) & near ( ned , bob ) 
Leo behind Mary runs	sem	 run ( leo ) & behind ( leo , mary ) 
Thomas behind Claire sees Leo	sem	 see ( thomas , leo ) & behind ( thomas , claire ) 
Frank beside Isla sees Zack	sem	 see ( frank , zack ) & beside ( frank , isla ) 
Mary runs	sem	run ( mary )
Thomas runs	sem	run ( thomas )
Mary runs	sem	run ( mary )
Frank near Henry sees himself	sem	 see ( frank , frank ) & near ( frank , henry ) 
Isla sees John	sem	see ( isla , john )
Peter sees Bob	sem	see ( peter , bob )
Alice runs	sem	run ( alice )
Willow sees Claire	sem	see ( willow , claire )
Ron by Isla sees Willow	sem	 see ( ron , willow ) & by ( ron , isla ) 
Kate beside Alice sees Frank	sem	 see ( kate , frank ) & beside ( kate , alice ) 
Grace by Willow sees Kate	sem	 see ( grace , kate ) & by ( grace , willow ) 
Henry by Ned runs	sem	 run ( henry ) & by ( henry , ned ) 
Bob beside Ynez sees himself	sem	 see ( bob , bob ) & beside ( bob , ynez ) 
Grace behind Henry sees Isla	sem	 see ( grace , isla ) & behind ( grace , henry ) 
Ellie by John sees Bob	sem	 see ( ellie , bob ) & by ( ellie , john ) 
Victor sees Mary	sem	see ( victor , mary )
Frank sees himself	sem	see ( frank , frank )
Ursa sees Kate	sem	see ( ursa , kate )
Daniel runs	sem	run ( daniel )
Mary beside Thomas sees Henry	sem	 see ( mary , henry ) & beside ( mary , thomas ) 
Willow near Olivia sees Ron	sem	 see ( willow , ron ) & near ( willow , olivia ) 
Thomas sees Isla	sem	see ( thomas , isla )
Olivia behind Ellie sees herself	sem	 see ( olivia , olivia ) & behind ( olivia , ellie ) 
Mary by Alice sees Xavier	sem	 see ( mary , xavier ) & by ( mary , alice ) 
Alice beside Victor runs	sem	 run ( alice ) & beside ( alice , victor ) 
Ynez beside Claire sees Daniel	sem	 see ( ynez , daniel ) & beside ( ynez , claire ) 
Xavier sees himself	sem	see ( xavier , xavier )
Olivia behind Alice sees herself	sem	 see ( olivia , olivia ) & behind ( olivia , alice ) 
Xavier near Zack sees Victor	sem	 see ( xavier , victor ) & near ( xavier , zack ) 
Henry runs	sem	run ( henry )
Zack runs	sem	run ( zack )
Zack sees himself	sem	see ( zack , zack )
Frank sees Willow	sem	see ( frank , willow )
Xavier beside Ned sees himself	sem	 see ( xavier , xavier ) & beside ( xavier , ned ) 
John runs	sem	run ( john )
Willow near Henry runs	sem	 run ( willow ) & near ( willow , henry ) 
Alice behind Daniel sees herself	sem	 see ( alice , alice ) & behind ( alice , daniel ) 
Ynez sees Quinn	sem	see ( ynez , quinn )
Ron sees Olivia	sem	see ( ron , olivia )
Olivia behind Ellie sees Sarah	sem	 see ( olivia , sarah ) & behind ( olivia , ellie ) 
Bob beside Ned runs	sem	 run ( bob ) & beside ( bob , ned ) 
Zack sees Ynez	sem	see ( zack , ynez )
Grace runs	sem	run ( grace )
Grace near Isla sees herself	sem	 see ( grace , grace ) & near ( grace , isla ) 
Ellie sees herself	sem	see ( ellie , ellie )
John behind Grace runs	sem	 run ( john ) & behind ( john , grace ) 
Henry by Frank sees Ellie	sem	 see ( henry , ellie ) & by ( henry , frank ) 
John sees himself	sem	see ( john , john )
Victor runs	sem	run ( victor )
Daniel runs	sem	run ( daniel )
Ursa sees Daniel	sem	see ( ursa , daniel )
Alice by Xavier runs	sem	 run ( alice ) & by ( alice , xavier ) 
Xavier sees Frank	sem	see ( xavier , frank )
Isla beside Mary sees Grace	sem	 see ( isla , grace ) & beside ( isla , mary ) 
Ursa sees Alice	sem	see ( ursa , alice )
Sarah runs	sem	run ( sarah )
Victor sees Xavier	sem	see ( victor , xavier )
Alice sees Ned	sem	see ( alice , ned )
Thomas sees Alice	sem	see ( thomas , alice )
Leo beside Quinn sees himself	sem	 see ( leo , leo ) & beside ( leo , quinn ) 
Olivia runs	sem	run ( olivia )
John runs	sem	run ( john )
Victor runs	sem	run ( victor )
Olivia runs	sem	run ( olivia )
Ursa sees herself	sem	see ( ursa , ursa )
Zack sees Leo	sem	see ( zack , leo )
Ynez behind Olivia runs	sem	 run ( ynez ) & behind ( ynez , olivia ) 
Henry near Thomas runs	sem	 run ( henry ) & near ( henry , thomas ) 
Isla runs	sem	run ( isla )
Ned sees himself	sem	see ( ned , ned )
Claire behind Ron runs	sem	 run ( claire ) & behind ( claire , ron ) 
Bob runs	sem	run ( bob )
Thomas runs	sem	run ( thomas )
Willow sees Kate	sem	see ( willow , kate )
Frank runs	sem	run ( frank )
Ron sees Sarah	sem	see ( ron , sarah )
Ursa runs	sem	run ( ursa )
Henry sees himself	sem	see ( henry , henry )
Ellie by Isla sees herself	sem	 see ( ellie , ellie ) & by ( ellie , isla ) 
Ynez by Grace sees Sarah	sem	 see ( ynez , sarah ) & by ( ynez , grace ) 
Leo by Alice sees himself	sem	 see ( leo , leo ) & by ( leo , alice ) 
Henry behind Grace runs	sem	 run ( henry ) & behind ( henry , grace ) 
Isla by Ron sees herself	sem	 see ( isla , isla ) & by ( isla , ron ) 
Olivia by Victor sees Sarah	sem	 see ( olivia , sarah ) & by ( olivia , victor ) 
Alice sees herself	sem	see ( alice , alice )
Zack sees himself	sem	see ( zack , zack )
John sees himself	sem	see ( john , john )
Victor sees himself	sem	see ( victor , victor )
Mary runs	sem	run ( mary )
Ned near Isla sees himself	sem	 see ( ned , ned ) & near ( ned , isla ) 
John sees himself	sem	see ( john , john )
Ynez sees Quinn	sem	see ( ynez , quinn )
Xavier runs	sem	run ( xavier )
Victor beside Ursa runs	sem	 run ( victor ) & beside ( victor , ursa ) 
Quinn runs	sem	run ( quinn )
Claire sees Leo	sem	see ( claire , leo )
Kate runs	sem	run ( kate )
Thomas sees Thomas	sem	see ( thomas , thomas )
Quinn sees Thomas	sem	see ( quinn , thomas )
Isla runs	sem	run ( isla )
Xavier beside Quinn sees himself	sem	 see ( xavier , xavier ) & beside ( xavier , quinn ) 
Mary sees Ron	sem	see ( mary , ron )
Mary sees Peter	sem	see ( mary , peter )
Leo runs	sem	run ( leo )
Henry runs	sem	run ( henry )
Daniel sees Willow	sem	see ( daniel , willow )
Mary by Leo runs	sem	 run ( mary ) & by ( mary , leo ) 
Ellie runs	sem	run ( ellie )
Ursa beside Peter sees Claire	sem	 see ( ursa , claire ) & beside ( ursa , peter ) 
Kate runs	sem	run ( kate )
Alice sees herself	sem	see ( alice , alice )
Daniel runs	sem	run ( daniel )
Ursa runs	sem	run ( ursa )
Sarah runs	sem	run ( sarah )
Isla runs	sem	run ( isla )
Mary sees Isla	sem	see ( mary , isla )
Xavier sees Isla	sem	see ( xavier , isla )
Zack near Willow sees Peter	sem	 see ( zack , peter ) & near ( zack , willow ) 
Ron sees himself	sem	see ( ron , ron )
Xavier behind Ron runs	sem	 run ( xavier ) & behind ( xavier , ron ) 
Alice behind Ellie sees herself	sem	 see ( alice , alice ) & behind ( alice , ellie ) 
Quinn beside Ynez sees Daniel	sem	 see ( quinn , daniel ) & beside ( quinn , ynez ) 
Victor by Bob sees Daniel	sem	 see ( victor , daniel ) & by ( victor , bob ) 
Xavier sees himself	sem	see ( xavier , xavier )
Thomas sees himself	sem	see ( thomas , thomas )
Henry sees himself	sem	see ( henry , henry )
Frank by Victor sees Ned	sem	 see ( frank , ned ) & by ( frank , victor ) 
Ellie near Olivia sees Victor	sem	 see ( ellie , victor ) & near ( ellie , olivia ) 
Grace beside Ellie runs	sem	 run ( grace ) & beside ( grace , ellie ) 
Thomas runs	sem	run ( thomas )
Victor beside Leo sees Ynez	sem	 see ( victor , ynez ) & beside ( victor , leo ) 
Ron by Bob runs	sem	 run ( ron ) & by ( ron , bob ) 
Sarah runs	sem	run ( sarah )
Ned near Willow runs	sem	 run ( ned ) & near ( ned , willow ) 
Leo sees himself	sem	see ( leo , leo )
Quinn by Xavier sees Xavier	sem	 see ( quinn , xavier ) & by ( quinn , xavier ) 
Victor sees himself	sem	see ( victor , victor )
Henry behind Xavier sees himself	sem	 see ( henry , henry ) & behind ( henry , xavier ) 
Ellie sees herself	sem	see ( ellie , ellie )
Quinn sees Ynez	sem	see ( quinn , ynez )
Kate sees Ursa	sem	see ( kate , ursa )
Ellie sees herself	sem	see ( ellie , ellie )
Peter sees Sarah	sem	see ( peter , sarah )
Mary runs	sem	run ( mary )
Ned behind Sarah runs	sem	 run ( ned ) & behind ( ned , sarah ) 
Ellie sees Ellie	sem	see ( ellie , ellie )
Quinn sees Xavier	sem	see ( quinn , xavier )
John sees Leo	sem	see ( john , leo )
Ron near Alice sees Victor	sem	 see ( ron , victor ) & near ( ron , alice ) 
Sarah beside Grace sees Ynez	sem	 see ( sarah , ynez ) & beside ( sarah , grace ) 
Ned near Ynez sees Kate	sem	 see ( ned , kate ) & near ( ned , ynez ) 
Peter runs	sem	run ( peter )
Ron sees himself	sem	see ( ron , ron )
Isla by Claire sees herself	sem	 see ( isla , isla ) & by ( isla , claire ) 
John near Ned runs	sem	 run ( john ) & near ( john , ned ) 
Xavier sees Quinn	sem	see ( xavier , quinn )
Alice sees John	sem	see ( alice , john )
Zack runs	sem	run ( zack )
Ned sees Willow	sem	see ( ned , willow )
Ursa beside John sees herself	sem	 see ( ursa , ursa ) & beside ( ursa , john ) 
Daniel sees Peter	sem	see ( daniel , peter )
Henry behind Sarah runs	sem	 run ( henry ) & behind ( henry , sarah ) 
Xavier runs	sem	run ( xavier )
Bob near Daniel sees Daniel	sem	 see ( bob , daniel ) & near ( bob , daniel ) 
Willow runs	sem	run ( willow )
Victor by Henry sees himself	sem	 see ( victor , victor ) & by ( victor , henry ) 
Peter sees Willow	sem	see ( peter , willow )
John behind Bob sees Claire	sem	 see ( john , claire ) & behind ( john , bob ) 
Willow by Bob runs	sem	 run ( willow ) & by ( willow , bob ) 
Daniel runs	sem	run ( daniel )
Xavier runs	sem	run ( xavier )
Leo runs	sem	run ( leo )
Grace beside Grace sees Zack	sem	 see ( grace , zack ) & beside ( grace , grace ) 
Victor near Ynez sees himself	sem	 see ( victor , victor ) & near ( victor , ynez ) 
Ron by Sarah sees himself	sem	 see ( ron , ron ) & by ( ron , sarah ) 
Quinn runs	sem	run ( quinn )
Frank by John sees Sarah	sem	 see ( frank , sarah ) & by ( frank , john ) 
Kate runs	sem	run ( kate )
Ron sees Victor	sem	see ( ron , victor )
Xavier sees himself	sem	see ( xavier , xavier )
Claire behind Claire sees Ron	sem	 see ( claire , ron ) & behind ( claire , claire ) 
Ron by John sees Mary	sem	 see ( ron , mary ) & by ( ron , john ) 
Grace near Alice sees Alice	sem	 see ( grace , alice ) & near ( grace , alice ) 
Kate sees herself	sem	see ( kate , kate )
Henry behind Ursa runs	sem	 run ( henry ) & behind ( henry , ursa ) 
Claire sees Ynez	sem	see ( claire , ynez )
Willow by Kate sees Leo	sem	 see ( willow , leo ) & by ( willow , kate ) 
Alice beside Claire sees Quinn	sem	 see ( alice , quinn ) & beside ( alice , claire ) 
Ynez beside Ron runs	sem	 run ( ynez ) & beside ( ynez , ron ) 
Zack near Thomas runs	sem	 run ( zack ) & near ( zack , thomas ) 
Kate runs	sem	run ( kate )
Ellie by Daniel sees herself	sem	 see ( ellie , ellie ) & by ( ellie , daniel ) 
Ned sees himself	sem	see ( ned , ned )
Ynez near John sees Daniel	sem	 see ( ynez , daniel ) & near ( ynez , john ) 
Leo sees himself	sem	see ( leo , leo )
Kate sees herself	sem	see ( kate , kate )
Ellie sees herself	sem	see ( ellie , ellie )
Mary sees Frank	sem	see ( mary , frank )
Frank runs	sem	run ( frank )
Thomas sees Daniel	sem	see ( thomas , daniel )
Sarah sees herself	sem	see ( sarah , sarah )
Kate sees Willow	sem	see ( kate , willow )
Ellie by Isla runs	sem	 run ( ellie ) & by ( ellie , isla ) 
Xavier sees Daniel	sem	see ( xavier , daniel )
Leo sees Henry	sem	see ( leo , henry )
Kate sees Frank	sem	see ( kate , frank )
Xavier runs	sem	run ( xavier )
Quinn near Ellie runs	sem	 run ( quinn ) & near ( quinn , ellie ) 
Willow sees herself	sem	see ( willow , willow )
Ellie sees herself	sem	see ( ellie , ellie )
Isla near Willow sees Quinn	sem	 see ( isla , quinn ) & near ( isla , willow ) 
Claire sees herself	sem	see ( claire , claire )
Mary sees herself	sem	see ( mary , mary )
Daniel sees Peter	sem	see ( daniel , peter )
Zack beside Alice sees Daniel	sem	 see ( zack , daniel ) & beside ( zack , alice ) 
Ursa near Ron sees Willow	sem	 see ( ursa , willow ) & near ( ursa , ron ) 
Peter near Grace runs	sem	 run ( peter ) & near ( peter , grace ) 
Sarah runs	sem	run ( sarah )
Ron sees himself	sem	see ( ron , ron )
Bob behind Daniel sees Sarah	sem	 see ( bob , sarah ) & behind ( bob , daniel ) 
Claire runs	sem	run ( claire )
Henry sees himself	sem	see ( henry , henry )
Mary runs	sem	run ( mary )
Quinn sees Peter	sem	see ( quinn , peter )
Victor beside Daniel sees Zack	sem	 see ( victor , zack ) & beside ( victor , daniel ) 
Zack near Olivia runs	sem	 run ( zack ) & near ( zack , olivia ) 
Quinn beside Henry sees Henry	sem	 see ( quinn , henry ) & beside ( quinn , henry ) 
Peter sees Frank	sem	see ( peter , frank )
Olivia sees Zack	sem	see ( olivia , zack )
Ynez sees herself	sem	see ( ynez , ynez )
Kate by John sees Thomas	sem	 see ( kate , thomas ) & by ( kate , john ) 
Ellie runs	sem	run ( ellie )
Mary runs	sem	run ( mary )
Peter near Peter sees himself	sem	 see ( peter , peter ) & near ( peter , peter ) 
Alice sees Olivia	sem	see ( alice , olivia )
Thomas by Quinn runs	sem	 run ( thomas ) & by ( thomas , quinn ) 
Quinn by Mary runs	sem	 run ( quinn ) & by ( quinn , mary ) 
Leo behind Mary runs	sem	 run ( leo ) & behind ( leo , mary ) 
Olivia by Alice sees Henry	sem	 see ( olivia , henry ) & by ( olivia , alice ) 
Xavier near Peter sees Ellie	sem	 see ( xavier , ellie ) & near ( xavier , peter ) 
Xavier sees himself	sem	see ( xavier , xavier )
Claire behind Bob runs	sem	 run ( claire ) & behind ( claire , bob ) 
Ursa sees herself	sem	see ( ursa , ursa )
Claire runs	sem	run ( claire )
Alice sees Xavier	sem	see ( alice , xavier )
Mary behind Thomas sees herself	sem	 see ( mary , mary ) & behind ( mary , thomas ) 
Kate beside Alice sees Quinn	sem	 see ( kate , quinn ) & beside ( kate , alice ) 
Ursa near Henry sees herself	sem	 see ( ursa , ursa ) & near ( ursa , henry ) 
Frank near Willow runs	sem	 run ( frank ) & near ( frank , willow ) 
Ellie sees Sarah	sem	see ( ellie , sarah )
Ellie sees Frank	sem	see ( ellie , frank )
Ynez sees Olivia	sem	see ( ynez , olivia )
Leo sees Mary	sem	see ( leo , mary )
Leo runs	sem	run ( leo )
Olivia beside Frank runs	sem	 run ( olivia ) & beside ( olivia , frank ) 
Zack runs	sem	run ( zack )
Henry behind Peter sees John	sem	 see ( henry , john ) & behind ( henry , peter ) 
Quinn runs	sem	run ( quinn )
Frank behind John sees Victor	sem	 see ( frank , victor ) & behind ( frank , john ) 
Zack behind John sees Xavier	sem	 see ( zack , xavier ) & behind ( zack , john ) 
Isla runs	sem	run ( isla )
Ron runs	sem	run ( ron )
John runs	sem	run ( john )
Bob near Leo runs	sem	 run ( bob ) & near ( bob , leo ) 
Quinn behind Ynez sees Ursa	sem	 see ( quinn , ursa ) & behind ( quinn , ynez ) 
Bob beside Ron sees himself	sem	 see ( bob , bob ) & beside ( bob , ron ) 
Kate beside John sees Isla	sem	 see ( kate , isla ) & beside ( kate , john ) 
Daniel sees Alice	sem	see ( daniel , alice )
Frank beside Ron sees himself	sem	 see ( frank , frank ) & beside ( frank , ron ) 
Grace behind Olivia runs	sem	 run ( grace ) & behind ( grace , olivia ) 
Xavier near Ynez runs	sem	 run ( xavier ) & near ( xavier , ynez ) 
Ursa sees Isla	sem	see ( ursa , isla )
Frank behind Frank sees Leo	sem	 see ( frank , leo ) & behind ( frank , frank ) 
Ron near Mary sees himself	sem	 see ( ron , ron ) & near ( ron , mary ) 
Olivia beside Kate sees Victor	sem	 see ( olivia , victor ) & beside ( olivia , kate ) 
Isla runs	sem	run ( isla )
Victor runs	sem	run ( victor )
Zack by Xavier sees Leo	sem	 see ( zack , leo ) & by ( zack , xavier ) 
Grace sees Quinn	sem	see ( grace , quinn )
Ursa behind Ursa sees herself	sem	 see ( ursa , ursa ) & behind ( ursa , ursa ) 
Sarah near Olivia runs	sem	 run ( sarah ) & near ( sarah , olivia ) 
Claire near Henry sees Daniel	sem	 see ( claire , daniel ) & near ( claire , henry ) 
Grace behind Peter runs	sem	 run ( grace ) & behind ( grace , peter ) 
Henry sees Bob	sem	see ( henry , bob )
Thomas near John runs	sem	 run ( thomas ) & near ( thomas , john ) 
Ursa near Ursa runs	sem	 run ( ursa ) & near ( ursa , ursa ) 
Leo by Olivia sees himself	sem	 see ( leo , leo ) & by ( leo , olivia ) 
Victor near Frank sees Sarah	sem	 see ( victor , sarah ) & near ( victor , frank ) 
Olivia behind John sees Quinn	sem	 see ( olivia , quinn ) & behind ( olivia , john ) 
Frank by John sees Mary	sem	 see ( frank , mary ) & by ( frank , john ) 
Ellie sees Grace	sem	see ( ellie , grace )
Zack runs	sem	run ( zack )
Ned sees Ned	sem	see ( ned , ned )
Ynez beside Frank runs	sem	 run ( ynez ) & beside ( ynez , frank ) 
Peter sees himself	sem	see ( peter , peter )
Olivia near Olivia runs	sem	 run ( olivia ) & near ( olivia , olivia ) 
Thomas runs	sem	run ( thomas )
Ellie runs	sem	run ( ellie )
Claire sees Xavier	sem	see ( claire , xavier )
Thomas beside Peter sees Grace	sem	 see ( thomas , grace ) & beside ( thomas , peter ) 
Bob beside Henry sees himself	sem	 see ( bob , bob ) & beside ( bob , henry ) 
Sarah by Xavier runs	sem	 run ( sarah ) & by ( sarah , xavier ) 
Frank behind Alice sees himself	sem	 see ( frank , frank ) & behind ( frank , alice ) 
Ron sees himself	sem	see ( ron , ron )
Claire near Leo sees Victor	sem	 see ( claire , victor ) & near ( claire , leo ) 
Quinn sees Bob	sem	see ( quinn , bob )
Grace near Victor sees Ynez	sem	 see ( grace , ynez ) & near ( grace , victor ) 
