source,target
a professor can hide a strudel neg,a professor can not hide a strudel
Dobby should create the croissants neg,Dobby should not create the croissants
Lily must run neg,Lily must not run
since Snape may create the doughnuts Neville can hide the croissants that Harry should make neg,since Snape may create the doughnuts Neville can not hide the croissants that Harry should make
Lily must prepare the pancakes neg,Lily must not prepare the pancakes
Fred may gobble a croissant neg,Fred may not gobble a croissant
Albus should swim neg,Albus should not swim
Neville should chew the eclaires neg,Neville should not chew the eclaires
Voldemort can eat the cookie neg,Voldemort can not eat the cookie
he must sprinkle a doughnut because Lily should hide a cookie that the witch must sprinkle neg,he must not sprinkle a doughnut because Lily should hide a cookie that the witch must sprinkle
he may make the croissants neg,he may not make the croissants
the wizard must make the cookie that Dobby should create neg,the wizard must not make the cookie that Dobby should create
Hermione should sprinkle the chocolate neg,Hermione should not sprinkle the chocolate
Lupin can eat the cakes neg,Lupin can not eat the cakes
Lupin can gobble the chocolates that Neville must make neg,Lupin can not gobble the chocolates that Neville must make
Voldemort must hide the chocolates neg,Voldemort must not hide the chocolates
since a professor should giggle Lupin must chew the chocolates that he should arrange neg,since a professor should giggle Lupin must not chew the chocolates that he should arrange
since Vernon should make the cakes Fred should walk neg,since Vernon should make the cakes Fred should not walk
Dobby must create many souffles that Sirius may assemble neg,Dobby must not create many souffles that Sirius may assemble
the professor should assemble the chocolate neg,the professor should not assemble the chocolate
because Ginny may create many baklava which Ron must make a student should make the doughnut neg,because Ginny may create many baklava which Ron must make a student should not make the doughnut
because Lupin must eat the strudel Harry should arrange the eclaire which Ginny should make neg,because Lupin must eat the strudel Harry should not arrange the eclaire which Ginny should make
Hagrid must eat a chocolate which Hagrid must gobble neg,Hagrid must not eat a chocolate which Hagrid must gobble
the professor should arrange the eclaire neg,the professor should not arrange the eclaire
Sirius should party neg,Sirius should not party
Hermione can create a cookie neg,Hermione can not create a cookie
a wizard may make a strudel that the student can sprinkle neg,a wizard may not make a strudel that the student can sprinkle
Draco must giggle neg,Draco must not giggle
Hermione should create the cookie neg,Hermione should not create the cookie
Ginny must prepare the doughnuts that Lily may create neg,Ginny must not prepare the doughnuts that Lily may create
Vernon must assemble the eclaire neg,Vernon must not assemble the eclaire
since Hermione should sprinkle the cookie a professor can run neg,since Hermione should sprinkle the cookie a professor can not run
George should create a eclaire that Lily must arrange neg,George should not create a eclaire that Lily must arrange
Ginny may eat many strudels that Lupin should gobble neg,Ginny may not eat many strudels that Lupin should gobble
James may jump neg,James may not jump
Lily should assemble the doughnuts neg,Lily should not assemble the doughnuts
Ron should make the cookie neg,Ron should not make the cookie
because a student should sprinkle the cake which a professor can assemble he can party neg,because a student should sprinkle the cake which a professor can assemble he can not party
Hagrid should smile neg,Hagrid should not smile
a professor must make the croissants neg,a professor must not make the croissants
a student should eat many chocolates which Draco may eat neg,a student should not eat many chocolates which Draco may eat
Draco can create the croissants neg,Draco can not create the croissants
Albus must eat the souffle that Neville can hide neg,Albus must not eat the souffle that Neville can hide
a student must create the croissants since Dobby must prepare the baklava which Harry can sprinkle neg,a student must not create the croissants since Dobby must prepare the baklava which Harry can sprinkle
George must arrange the baklava which Fred may assemble neg,George must not arrange the baklava which Fred may assemble
she can sprinkle a doughnut that Ron should create neg,she can not sprinkle a doughnut that Ron should create
because Hagrid should hiccup the student can walk neg,because Hagrid should hiccup the student can not walk
because Neville can gobble the cookies Hagrid can arrange the baklava which he can gobble neg,because Neville can gobble the cookies Hagrid can not arrange the baklava which he can gobble
a student can assemble a cookie neg,a student can not assemble a cookie
Draco must jump neg,Draco must not jump
Draco must assemble the souffles neg,Draco must not assemble the souffles
Voldemort must assemble a croissant neg,Voldemort must not assemble a croissant
the professor should make the chocolates neg,the professor should not make the chocolates
the professor can party neg,the professor can not party
Hermione may party neg,Hermione may not party
