source,target
a professor must chew many croissants neg,a professor must not chew many croissants
Ron can prepare the strudel that Petunia may eat neg,Ron can not prepare the strudel that Petunia may eat
Hermione can chew the strudels that Petunia should prepare neg,Hermione can not chew the strudels that Petunia should prepare
a student should arrange many souffles neg,a student should not arrange many souffles
Ron must chew the eclaires neg,Ron must not chew the eclaires
Sirius should prepare a croissant which Voldemort must chew because the wizard should laugh neg,Sirius should not prepare a croissant which Voldemort must chew because the wizard should laugh
Draco can assemble the souffle neg,Draco can not assemble the souffle
Fred should wiggle neg,Fred should not wiggle
Hagrid must make the doughnut which Fred should eat neg,Hagrid must not make the doughnut which Fred should eat
Hermione must eat a cake neg,Hermione must not eat a cake
the professor should arrange the souffles which Fred may chew neg,the professor should not arrange the souffles which Fred may chew
Lupin can jump since Dobby should chew the chocolate that Draco must gobble neg,Lupin can not jump since Dobby should chew the chocolate that Draco must gobble
Fred can jump because the witch can giggle neg,Fred can not jump because the witch can giggle
Harry should hide a strudel neg,Harry should not hide a strudel
Voldemort must eat the chocolate which Albus must assemble neg,Voldemort must not eat the chocolate which Albus must assemble
James must create the croissants neg,James must not create the croissants
Dobby should jump neg,Dobby should not jump
the witch must prepare the souffles that Harry should eat neg,the witch must not prepare the souffles that Harry should eat
because George should run since Fred should wiggle Lupin may arrange the pancakes neg,because George should run since Fred should wiggle Lupin may not arrange the pancakes
McGonagall should hiccup neg,McGonagall should not hiccup
she should prepare a eclaire neg,she should not prepare a eclaire
Hermione must prepare the cakes neg,Hermione must not prepare the cakes
Sirius should sprinkle the chocolate that Dobby should prepare neg,Sirius should not sprinkle the chocolate that Dobby should prepare
Dobby must prepare a pancake that James may create neg,Dobby must not prepare a pancake that James may create
Dobby should prepare a cookie that a student must arrange neg,Dobby should not prepare a cookie that a student must arrange
Voldemort must hide a pancake that Harry should hide neg,Voldemort must not hide a pancake that Harry should hide
Draco can laugh neg,Draco can not laugh
Hermione must make the eclaires since Lily should eat a doughnut neg,Hermione must not make the eclaires since Lily should eat a doughnut
a student may create the eclaire since Petunia should swim neg,a student may not create the eclaire since Petunia should swim
Hermione can create a strudel because he can hide the croissant neg,Hermione can not create a strudel because he can hide the croissant
Lily should eat the strudels neg,Lily should not eat the strudels
Dobby may jump neg,Dobby may not jump
a student should run neg,a student should not run
Draco should party neg,Draco should not party
since Voldemort should sprinkle a croissant that Ron can prepare the student must eat the strudel neg,since Voldemort should sprinkle a croissant that Ron can prepare the student must not eat the strudel
Lily should create the eclaires neg,Lily should not create the eclaires
Vernon may eat the souffle neg,Vernon may not eat the souffle
Draco may walk because Sirius can make the baklava neg,Draco may not walk because Sirius can make the baklava
a professor must chew the baklava since Snape may prepare a baklava neg,a professor must not chew the baklava since Snape may prepare a baklava
George should eat the pancakes which he must gobble neg,George should not eat the pancakes which he must gobble
Ron should arrange the chocolates that Petunia must arrange because Neville can hide the chocolates neg,Ron should not arrange the chocolates that Petunia must arrange because Neville can hide the chocolates
Fred should swim neg,Fred should not swim
Sirius must gobble the baklava since he must smile neg,Sirius must not gobble the baklava since he must smile
because Neville can prepare the cookies which the professor may eat Harry can create many souffles neg,because Neville can prepare the cookies which the professor may eat Harry can not create many souffles
Harry may eat the doughnuts that James may eat neg,Harry may not eat the doughnuts that James may eat
a student must walk since Voldemort can arrange the chocolates neg,a student must not walk since Voldemort can arrange the chocolates
she can wiggle neg,she can not wiggle
Petunia must arrange a eclaire that she can create because Voldemort must swim neg,Petunia must not arrange a eclaire that she can create because Voldemort must swim
Petunia should sprinkle a baklava neg,Petunia should not sprinkle a baklava
a witch can laugh neg,a witch can not laugh
the professor must make a souffle that Hagrid can hide neg,the professor must not make a souffle that Hagrid can hide
Draco must gobble the eclaire neg,Draco must not gobble the eclaire
Albus may create the eclaire neg,Albus may not create the eclaire
he must sprinkle the cookies that a student should make neg,he must not sprinkle the cookies that a student should make
